Megamek Unit Database
This file can be regenerated with java -jar MegaMek.jar -export filename
Type,SubType,Name,Model,BV,Cost (Loaded), Cost (Unloaded),Year,Techlevel,Tonnage,Tech,Canon,Walk,Run,Jump
Aero,Aerodyne,Jagatai,Prime,2827,12994031,12892781,3016,Clan TW,70.0,IS,Canon,6,9,0
Aero,Aerodyne,Jengiz,A,3206,13255987,13255987,3032,Clan TW,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Jengiz,B,3558,14564987,14249987,3032,Clan TW,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Jengiz,C,2246,14760987,14144987,3032,Clan TW,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Jengiz,D,2941,14550987,14151987,3060,Clan TW,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Jengiz,Prime,3004,14186987,14057487,3032,Clan TW,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Kirghiz,A,3368,20997844,20985469,2874,Clan TW,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Kirghiz,B,3935,22151719,21870469,2874,Clan TW,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Kirghiz,C,3231,20977969,20902969,2874,Clan TW,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Kirghiz,D,3649,22946719,21259219,3060,Clan TW,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Kirghiz,Prime,3046,21349219,20921719,2874,Clan TW,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Sabutai,A,2406,15506734,15262672,3045,Clan TW,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Sabutai,B,3068,15803219,15524781,3045,Clan TW,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Sabutai,C,3099,14436813,14436813,3045,Clan TW,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Sabutai,D,2647,14526188,14526188,3060,Clan TW,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Sabutai,Prime,3210,14379234,14344859,3045,Clan TW,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Scytha,A,3113,21437707,21116894,3000,Clan TW,90.0,IS,Canon,6,9,0
Aero,Aerodyne,Scytha,B,3479,19998582,19994957,3000,Clan TW,90.0,IS,Canon,6,9,0
Aero,Aerodyne,Scytha,C,3498,20550035,20477535,3000,Clan TW,90.0,IS,Canon,6,9,0
Aero,Aerodyne,Scytha,D,3276,20600785,20455785,3060,Clan TW,90.0,IS,Canon,6,9,0
Aero,Aerodyne,Scytha,Prime,3232,21014035,20941535,3000,Clan TW,90.0,IS,Canon,6,9,0
Aero,Aerodyne,Sulla,A,1939,8698572,8514822,3000,Clan TW,45.0,IS,Canon,9,14,0
Aero,Aerodyne,Sulla,B,1801,8729197,8545447,3000,Clan TW,45.0,IS,Canon,9,14,0
Aero,Aerodyne,Sulla,C,2547,8331072,8331072,3000,Clan TW,45.0,IS,Canon,9,14,0
Aero,Aerodyne,Sulla,D,1821,8218908,8053533,3060,Clan TW,45.0,IS,Canon,9,14,0
Aero,Aerodyne,Sulla,Prime,2489,8392322,8392322,3000,Clan TW,45.0,IS,Canon,9,14,0
Aero,Aerodyne,Turk,A,1956,8063802,7916927,3000,Clan TW,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Turk,B,1774,8063802,8026302,3000,Clan TW,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Turk,C,2226,8632552,8370052,3000,Clan TW,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Turk,D,2295,8885677,8182552,3060,Clan TW,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Turk,Prime,2668,8220052,8220052,3000,Clan TW,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Vandal,A,837,5905825,5905825,2900,Clan TW,30.0,IS,Canon,14,21,0
Aero,Aerodyne,Vandal,B,878,5884262,5884262,2900,Clan TW,30.0,IS,Canon,14,21,0
Aero,Aerodyne,Vandal,C,1312,6132231,6132231,2900,Clan TW,30.0,IS,Canon,14,21,0
Aero,Aerodyne,Vandal,D,1010,6218481,6218481,3063,Clan TW,30.0,IS,Canon,14,21,0
Aero,Aerodyne,Vandal,Prime,501,6107362,6107362,2900,Clan TW,30.0,IS,Canon,14,21,0
Aero,Aerodyne,Visigoth,A,2987,12053600,11663600,2900,Clan TW,60.0,IS,Canon,7,11,0
Aero,Aerodyne,Visigoth,B,2534,10591100,10591100,2900,Clan TW,60.0,IS,Canon,7,11,0
Aero,Aerodyne,Visigoth,C,2533,10724350,10680475,2900,Clan TW,60.0,IS,Canon,7,11,0
Aero,Aerodyne,Visigoth,D,1810,10880350,10802350,3060,Clan TW,60.0,IS,Canon,7,11,0
Aero,Aerodyne,Visigoth,Prime,2139,11517350,11244350,2900,Clan TW,60.0,IS,Canon,7,11,0
Aero,Aerodyne,Ammon,,2202,5049189,4959751,3064,Clan TW,65.0,IS,Canon,6,9,0
Aero,Aerodyne,Chaeronea,(ERML),1384,2370727,2370727,2900,Clan TW,25.0,IS,Canon,11,17,0
Aero,Aerodyne,Chaeronea,(ERLL),1450,4055414,4055414,2900,Clan TW,25.0,IS,Canon,11,17,0
Aero,Aerodyne,Chaeronea,,1233,2307445,2307445,2820,Clan TW,25.0,IS,Canon,11,17,0
Aero,Aerodyne,Hydaspes,(ATM),3385,19732828,18903140,3060,Clan TW,95.0,IS,Canon,5,8,0
Aero,Aerodyne,Hydaspes,,3701,19753478,19211415,2840,Clan TW,95.0,IS,Canon,5,8,0
Aero,Aerodyne,Issus,(ATM),1722,3674175,3449175,3060,Clan TW,40.0,IS,Canon,8,12,0
Aero,Aerodyne,Issus,,1831,3477675,3396675,2889,Clan TW,40.0,IS,Canon,8,12,0
Aero,Aerodyne,Tyre,2,1837,3840619,3783244,2907,Clan TW,55.0,IS,Canon,5,8,0
Aero,Aerodyne,Tyre,,1852,3585619,3528244,2907,Clan TW,55.0,IS,Canon,5,8,0
Aero,Aerodyne,Xerxes,(Gauss),2479,7438708,7296208,3061,Clan TW,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Xerxes,,2350,7990895,7848395,2850,Clan TW,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Corax,CRX-O,885,4120306,4120306,3067,IS TW non-box set,30.0,IS,Canon,9,14,0
Aero,Aerodyne,Corax,CRX-OA,716,4093712,4016087,3067,IS TW non-box set,30.0,IS,Canon,9,14,0
Aero,Aerodyne,Corax,CRX-OB,1054,4188587,4188587,3067,IS TW non-box set,30.0,IS,Canon,9,14,0
Aero,Aerodyne,Corax,CRX-OC,714,3947806,3933431,3067,IS TW non-box set,30.0,IS,Canon,9,14,0
Aero,Aerodyne,Dagger,DARO-1,1784,6513095,6457970,3062,IS TW non-box set,45.0,IS,Canon,7,11,0
Aero,Aerodyne,Dagger,DARO-1A,1581,6162439,6162439,3062,IS TW non-box set,45.0,IS,Canon,7,11,0
Aero,Aerodyne,Dagger,DARO-1B,1543,6735892,6674642,3062,IS TW non-box set,45.0,IS,Canon,7,11,0
Aero,Aerodyne,Defiance,DFC-O,1862,7859923,7796173,3063,IS TW non-box set,55.0,IS,Canon,6,9,0
Aero,Aerodyne,Defiance,DFC-OA,1610,7927658,7884626,3063,IS TW non-box set,55.0,IS,Canon,6,9,0
Aero,Aerodyne,Defiance,DFC-OB,1274,7983439,7855939,3063,IS TW non-box set,55.0,IS,Canon,6,9,0
Aero,Aerodyne,Defiance,DFC-OC,1325,7514876,7514876,3063,IS TW non-box set,55.0,IS,Canon,6,9,0
Aero,Aerodyne,Eisensturm,EST-O,2773,21691012,21543512,3066,IS TW non-box set,95.0,IS,Canon,6,9,0
Aero,Aerodyne,Eisensturm,EST-OA,2636,22483825,22373200,3066,IS TW non-box set,95.0,IS,Canon,6,9,0
Aero,Aerodyne,Eisensturm,EST-OB,2254,23129137,22686637,3066,IS TW non-box set,95.0,IS,Canon,6,9,0
Aero,Aerodyne,Eisensturm,EST-OC,2155,23136512,22262575,3066,IS TW non-box set,95.0,IS,Canon,6,9,0
Aero,Aerodyne,Eisensturm,EST-R3,2773,21691012,21543512,3062,IS TW non-box set,95.0,IS,Canon,6,9,0
Aero,Aerodyne,Huscarl,HSCL-1-O,1811,11946602,11705977,3066,IS TW non-box set,75.0,IS,Canon,5,8,0
Aero,Aerodyne,Huscarl,HSCL-1-OA,2124,11659570,11544414,3066,IS TW non-box set,75.0,IS,Canon,5,8,0
Aero,Aerodyne,Huscarl,HSCL-1-OB,1654,12045430,11439570,3066,IS TW non-box set,75.0,IS,Canon,5,8,0
Aero,Aerodyne,Huscarl,HSCL-1-OC,1971,11613164,11338164,3066,IS TW non-box set,75.0,IS,Canon,5,8,0
Aero,Aerodyne,Lancer,LX-2,1035,2893542,2818542,3064,IS TW non-box set,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Lancer,LX-2A,1131,2826292,2826292,3064,IS TW non-box set,50.0,IS,Canon,7,11,0
Aero,Aerodyne,Oni,ON-1,1332,3237140,3224390,3066,IS TW non-box set,55.0,IS,Canon,7,11,0
Aero,Aerodyne,Shiva,SHV-O,1691,14902115,14684803,3060,IS TW non-box set,85.0,IS,Canon,5,8,0
Aero,Aerodyne,Shiva,SHV-OA,2280,14688365,14332115,3060,IS TW non-box set,85.0,IS,Canon,5,8,0
Aero,Aerodyne,Shiva,SHV-OB,1999,15612389,14757389,3060,IS TW non-box set,85.0,IS,Canon,5,8,0
Aero,Aerodyne,Shiva,SHV-OC,2163,15283303,15140803,3060,IS TW non-box set,85.0,IS,Canon,5,8,0
Aero,Aerodyne,Tatsu,MIK-O,1541,9889931,9856181,3062,IS TW non-box set,70.0,IS,Canon,5,8,0
Aero,Aerodyne,Tatsu,MIK-OA,1864,10222369,10222369,3062,IS TW non-box set,70.0,IS,Canon,5,8,0
Aero,Aerodyne,Tatsu,MIK-OB,1954,11126869,10451869,3062,IS TW non-box set,70.0,IS,Canon,5,8,0
Aero,Aerodyne,Tatsu,MIK-OC,1830,10107619,9874744,3062,IS TW non-box set,70.0,IS,Canon,5,8,0
Aero,Aerodyne,Troika,CMT-3T,1888,8732435,8613185,3065,IS TW non-box set,65.0,IS,Canon,6,9,0
Aero,Aerodyne,Troika,CMT-4U,1790,8714547,8688710,3065,IS TW non-box set,65.0,IS,Canon,6,9,0
Aero,Aerodyne,Centurion,CNT-1D,701,1760995,1760995,2430,IS Introductory Box Set,30.0,IS,Canon,10,15,0
Aero,Aerodyne,Deathstalker,F-77,1714,4840920,4832520,2744,IS TW non-box set,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Eagle,EGL-R10,1512,4090281,4090281,2324,IS Introductory Box Set,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Eagle,EGL-R6,1467,4024281,4024281,2324,IS Introductory Box Set,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Eagle,EGL-R9,1458,4164531,4164531,2324,IS Introductory Box Set,75.0,IS,Canon,6,9,0
Aero,Aerodyne,Hellcat,HCT-213,1262,2992080,2992080,2671,IS Introductory Box Set,60.0,IS,Canon,6,9,0
Aero,Aerodyne,Hellcat,HCT-213D,1169,3090880,3020680,2701,IS Introductory Box Set,60.0,IS,Canon,6,9,0
Aero,Aerodyne,Hellcat,HCT-213R,1181,2863380,2863380,2675,IS Introductory Box Set,60.0,IS,Canon,6,9,0
Aero,Aerodyne,Lightning,LTN-G15,1075,2442708,2417708,2628,IS Introductory Box Set,50.0,IS,Canon,6,9,0
Aero,Aerodyne,Ahab,AHB-443b,1889,5870905,5496805,2703,IS TW non-box set,90.0,IS,Canon,5,8,0
Aero,Aerodyne,Gotha,GTHA-500b,1527,3362190,3284190,2657,IS TW non-box set,60.0,IS,Canon,5,8,0
Aero,Aerodyne,Hammerhead,HMR-HDb,1338,4299281,4244281,2534,IS TW non-box set,75.0,IS,Canon,7,11,0
Aero,Aerodyne,Ironsides,IRN-SD1b,1653,8748070,8676520,2613,IS TW non-box set,65.0,IS,Canon,6,9,0
Aero,Aerodyne,Rapier,RPR-100b,1751,14354761,14069761,2596,IS TW non-box set,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Rogue,RGU-133Eb,1054,4493680,4349680,2631,IS TW non-box set,40.0,IS,Canon,7,11,0
Aero,Aerodyne,Tomahawk,THK-63b,1481,5737226,5737226,2680,IS TW non-box set,45.0,IS,Canon,8,12,0
Aero,Aerodyne,Trident,TRN-3Tb,538,2479198,2479198,2717,IS TW non-box set,20.0,IS,Canon,12,18,0
Aero,Aerodyne,Sabre,SB-27,574,1610156,1610156,2519,IS Introductory Box Set,25.0,IS,Canon,11,17,0
Aero,Aerodyne,Rusalka,S-RSL-0 Comminus (C),1639,9794710,9774835,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Rusalka,S-RSL-0 Dominus (A),1479,10690410,9895410,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Rusalka,S-RSL-0 Eminus (E),1721,10001410,9948410,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Rusalka,S-RSL-0 Infernus (B),1369,10649003,10649003,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Rusalka,S-RSL-0 Invictus (Primary),1883,10353860,10194860,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Rusalka,S-RSL-0 Luminos (D),1712,9768143,9768143,3070,IS advanced,65.0,IS,Canon,7,11,0
Aero,Aerodyne,Shade,S-HA-0 Comminus (C),1186,4553144,4435644,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Shade,S-HA-0 Dominus (A),1265,4687094,4546094,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Shade,S-HA-0 Eminus (E),973,4374544,4351044,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Shade,S-HA-0 Infernus (B),1209,4313738,4313738,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Shade,S-HA-0 Invictus (Primary),1268,4450919,4450919,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Shade,S-HA-0 Luminos (D),927,4232076,4232076,3070,IS advanced,35.0,IS,Canon,9,14,0
Aero,Aerodyne,Striga,S-STR-0 Comminus (C),2201,14732386,14424586,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Striga,S-STR-0 Dominus (A),2535,14239336,14059786,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Striga,S-STR-0 Eminus (E),2055,14380411,14294911,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Striga,S-STR-0 Infernus (B),1871,15019167,15019167,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Striga,S-STR-0 Invictus (Primary),2586,14333386,14276386,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Striga,S-STR-0 Luminos (D),2443,14540367,14540367,3070,IS advanced,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Starfire,SF-1X,927,2849795,2838320,3030,IS TW non-box set,55.0,IS,Canon,7,11,0
Aero,Aerodyne,Thunderbird,TRB-D36,1932,6430500,6250500,2487,IS Introductory Box Set,100.0,IS,Canon,5,8,0
Aero,Aerodyne,Typhoon,TFN-2A,1548,5363405,5276405,2461,IS Introductory Box Set,90.0,IS,Canon,5,8,0
Aero,Aerodyne,Typhoon,TFN-3A,1403,5363405,5259005,2461,IS Introductory Box Set,90.0,IS,Canon,5,8,0
Aero,Aerodyne,Typhoon,TFN-3M,1593,5470705,5209705,2461,IS Introductory Box Set,90.0,IS,Canon,5,8,0
Aero,Aerodyne,Vulcan,VLC-5N,1363,4187120,4132520,2525,IS Introductory Box Set,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Vulcan,VLC-6N,2096,4539920,4390120,2750,IS TW non-box set,80.0,IS,Canon,5,8,0
Aero,Aerodyne,Sangine Shrike-Thrush 'Nanook',,1619,11183437,11183437,3068,IS experimental,25.0,IS,Canon,12,18,0
Aero,Aerodyne,Sabre,SB-31 "Defense Special",884,3820781,3820781,3068,IS experimental,25.0,IS,Canon,11,17,0
Aero,Aerodyne,Sholagar,SL-27X,1106,3444728,3381278,3065,IS experimental,35.0,IS,Canon,10,15,0
Aero,Aerodyne,Corsair,CSR-X12 Rigid Night,2000,30894792,30894792,3074,IS experimental,50.0,IS,Canon,9,14,0
Aero,Aerodyne,Dagger,DAR4-XP,1403,27221722,27221722,3070,IS experimental,45.0,IS,Canon,8,12,0
Aero,Aerodyne,Cheetah,OF-17,278,2562431,2562431,3076,IS experimental,25.0,IS,Canon,12,18,0
Aero,Aerodyne,Shiva,SHV-S,2216,15470536,15356536,3079,IS experimental,85.0,IS,Canon,6,9,0
Aero,Aerodyne,Bullet Suicide Drone,,82,995133,965433,3075,IS experimental,20.0,IS,Canon,6,9,0
Aero,Aerodyne,Lucifer,LCF-X30,1888,7320162,7081662,3075,IS experimental,65.0,IS,Canon,5,8,0
Aero,Aerodyne,Slayer,SL-CX1,2068,14869586,14835986,3075,IS experimental,80.0,IS,Canon,7,11,0
Aero,Aerodyne,SYD-45X,"Starling",695,12778031,12778031,3075,IS experimental,25.0,IS,Canon,14,21,0
Aero,Aerodyne,Chippewa,CHP-X-P Gladstone,2062,7165755,6382755,3075,IS experimental,90.0,IS,Canon,5,8,0
Aero,Aerodyne,Lightning,LTN-G16-P Branson,1039,2548333,2498333,3075,IS experimental,50.0,IS,Canon,6,9,0
Aero,Aerodyne,Ironsides,CX-19,2561,4604795,4461695,3071,IS experimental,65.0,IS,Non-Canon,6,9,0
Aero,Aerodyne,Tomahawk,CX-11,1315,2862458,2862458,3074,IS experimental,45.0,IS,Non-Canon,8,12,0
Conventional Fighter,Aerodyne,SeaBuster,,738,2155292,2130292,3060,IS experimental,50.0,IS,Non-Canon,5,8,0
Aero,Aerodyne,Thunderbird,TRB-XTS,2503,6519000,6447000,3073,IS experimental,100.0,IS,Non-Canon,5,8,0
Aero,Aerodyne,Deathstalker,XF-78,2256,11935560,11851560,3068,IS experimental,80.0,IS,Non-Canon,5,8,0
Aero,Aerodyne,Malaika,BAM-1A1,603,3837563,2712563,3078,IS unofficial,50.0,IS,Non-Canon,7,11,0
Aero,Aerodyne,Sparrowhawk,SPR-DH,486,1674860,1674860,3076,IS unofficial,30.0,IS,Non-Canon,9,14,0
Aero,Aerodyne,Star Dagger,S-2,323,1480682,1479532,3076,IS unofficial,30.0,IS,Non-Canon,8,12,0
Aero,Aerodyne,Starfire,SF-1X,927,2939045,2927570,3028,IS experimental,55.0,IS,Canon,7,11,0
Gun Emplacement,None,Turret,Calliope,458,0,0,3060,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,ER Large Laser,699,0,0,3000,Clan TW,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,ER PPC,544,0,0,3000,Clan TW,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,LRM,1017,0,0,3000,Clan TW,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,SRM,259,0,0,3000,Clan TW,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,Streak SRM,523,0,0,3000,Clan TW,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,Cruise Missile,4515,0,0,3072,IS advanced,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,ER Large Laser,306,0,0,3050,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,ER PPC,202,0,0,3050,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,Gauss Rifle,211,0,0,3055,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret (Dual),AC10,128,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret (Dual),AC2,39,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret (Dual),AC5,73,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret (Dual),RAC5,258,0,0,3060,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret (Dual),UAC5,117,0,0,2750,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret,AC10,67,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret,AC2,21,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,AC Turret,AC5,39,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Gauss Turret (Dual),Gauss,387,0,0,2750,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay,LLx2,231,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay,MLx2,86,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay (Dual),SL,17,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay,LL,116,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay,ML,43,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Bay,SL,8,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret (Dual),LL,231,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret (Dual),ML,86,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret (Dual),SL,17,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret,LL,116,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret,ML,43,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Laser Turret,SL,8,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret (Dual),LRM10,184,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret (Dual),LRM15,286,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret (Dual),LRM20,421,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret (Dual),LRM5,93,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret,LRM10,104,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret,LRM15,158,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret,LRM20,251,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,LRM Turret,LRM5,48,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret (Dual),SRM2,42,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret (Dual),SRM4,80,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret (Dual),SRM6,120,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret,SRM2,21,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret,SRM4,39,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,SRM Turret,SRM6,62,0,0,2570,IS TW non-box set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Static,(ML),43,0,0,3025,IS Introductory Box Set,0.0,IS,Canon,0,0,0
Gun Emplacement,None,Turret,(ML),43,0,0,3025,IS Introductory Box Set,0.0,IS,Canon,0,0,0
Infantry,Jump,AA Jump Infantry,292nd League Regulars,86,12688000,12688000,3060,IS TW non-box set,3.78,IS,Canon,1,1,2
Infantry,Wheeled,AA Mechanized Infantry,Mechanized AA Infantry,99,3712000,3712000,2900,Clan advanced,20.0,IS,Canon,3,3,0
Infantry,Motorized,Anti-Infantry Unit,Second Lyran Armored Infantry,110,7360000,7360000,3060,IS advanced,5.88,IS,Canon,2,2,0
Infantry,Jump,Anti-'Mech Jump Infantry,Third Ueda Infantry,145,37492000,37492000,2600,Clan TW,3.78,IS,Canon,1,1,3
Infantry,Leg,Assassin,Skaret Assassins,21,1260000,1260000,2800,IS advanced,0.7,IS,Canon,1,1,0
Infantry,Leg,Ceremonial Guard,Otomo Guard,58,4450000,4450000,2350,IS TW non-box set,2.8,IS,Canon,1,1,0
Infantry,Wheeled,Clan Anti-Infantry,Clan Jade Falcon Police,69,1696000,1696000,2825,Clan advanced,20.0,IS,Canon,4,4,0
Infantry,Jump,Clan Assault Infantry,Ghost Bear Heavy Solahma Infantry,143,62634000,62634000,3015,Clan advanced,3.6,IS,Canon,1,1,2
Infantry,Leg,Clan Foot Infantry,Ad Hoc Point,108,10500000,10500000,2815,Clan advanced,2.5,IS,Canon,1,1,0
Infantry,Leg,Clan Heavy Foot Infantry,Ebon Keshik Point,26,6700000,6700000,2875,Clan advanced,0.5,IS,Canon,1,1,0
Infantry,Jump,Clan Heavy Jump Infantry,Heavy Infantry Point,136,61490000,61490000,3015,IS advanced,3.6,IS,Canon,1,1,3
Infantry,Tracked,Clan Mechanized Infantry,Mimir/Watch Counter Insurgency Point,106,9900800,9900800,2900,Clan advanced,20.0,IS,Canon,3,3,0
Infantry,Leg,Clan Space Marine,Clan Snow Raven Space Marines,106,26830000,26830000,3015,IS advanced,2.0,IS,Canon,1,1,0
Infantry,Hover,Fast Recon,Cavalry Point,114,17171200,17171200,2825,Clan advanced,20.0,IS,Canon,5,5,0
Infantry,Motorized,Field Gun Infantry,Motorized Batteries,375,5685200,5685200,2500,IS advanced,42.3,IS,Canon,2,2,0
Infantry,Leg,Foot Ballistic Rifle,Hastati V,81,2500000,2500000,2500,IS Introductory Box Set,2.8,IS,Canon,1,1,0
Infantry,Leg,Foot Infantry,Raventhir's Infantry Guard,92,3810000,3810000,2500,IS TW non-box set,2.8,IS,Canon,1,1,0
Infantry,Motorized,Frogmen,Blue Water Marine Response Teams (Frogmen),105,18720000,18720000,2500,IS TW non-box set,2.52,IS,Canon,2,2,0
Infantry,Leg,HALO Paratrooper,Lyran Paratrooper Corps,94,4590000,4590000,2500,IS advanced,2.1,IS,Canon,1,1,0
Infantry,Leg,Heavy Foot LRM Infantry,Stalwart Suppurt - Heavy LRM Infantry,108,2202000,2202000,2700,IS advanced,2.8,IS,Canon,0,0,0
Infantry,Motorized,Heavy Infantry,Heavy Urban Response Platoon,186,13920000,13920000,3065,IS advanced,5.88,IS,Canon,2,2,0
Infantry,Jump,Heavy Jump Infantry,DEST Heavy Response Platoon,95,28392000,28392000,2840,IS advanced,3.78,IS,Canon,1,1,3
Infantry,Jump,Heavy Jump Infantry,Royal Gurkha Battalion,109,6073600,6073600,3063,IS advanced,3.78,IS,Canon,1,1,3
Infantry,Motorized,Heavy Support Infantry,Irian Technologies SWAT Team,116,2883200,2883200,3063,IS advanced,5.88,IS,Canon,2,2,0
Infantry,Hover,Hover Assault Infantry,Johnston Industries Rapid Response Force,55,2969600,2969600,2500,IS TW non-box set,20.0,IS,Canon,4,4,0
Infantry,Jump,Jump Laser Infantry,Principes III 103rd Jump Battalion,66,19292000,19292000,2500,IS TW non-box set,3.78,IS,Canon,1,1,3
Infantry,Jump,Jump Support Infantry,Star Corps Jump Assault Infantry,78,9516000,9516000,2500,IS TW non-box set,3.78,IS,Canon,1,1,2
